GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,TRACTA,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,FCL001
"G2900970","1990","MO",,,,,,,,"99","Jasper","097",,,"4","3710",,,,"9999","2","Missouri","29",,"0001657122","0000004023","Jasper County","A","+37201947","-094335564","06",38000
"G2900990","1990","MO",,,,,,,,"99","Jefferson","099",,,"4","7040",,,,"9999","2","Missouri","29",,"0001701184","0000018891","Jefferson County","A","+38255887","-090537308","06",64500
"G2901010","1990","MO",,,,,,,,"99","Johnson","101",,,"4","9999",,,,"9999","2","Missouri","29",,"0002151330","0000006375","Johnson County","A","+38749005","-093808599","06",54100
"G2901030","1990","MO",,,,,,,,"99","Knox","103",,,"4","9999",,,,"9999","2","Missouri","29",,"0001309844","0000002765","Knox County","A","+40124871","-092149671","06",20200
"G2901050","1990","MO",,,,,,,,"99","Laclede","105",,,"4","9999",,,,"9999","2","Missouri","29",,"0001983649","0000005547","Laclede County","A","+37659931","-092594732","06",42000
"G2901070","1990","MO",,,,,,,,"99","Lafayette","107",,,"4","3760",,,,"9999","2","Missouri","29",,"0001630053","0000024678","Lafayette County","A","+39059236","-093784058","06",44600
"G2901090","1990","MO",,,,,,,,"99","Lawrence","109",,,"4","9999",,,,"9999","2","Missouri","29",,"0001587983","0000000785","Lawrence County","A","+37107937","-093829670","06",38200
"G2901110","1990","MO",,,,,,,,"99","Lewis","111",,,"4","9999",,,,"9999","2","Missouri","29",,"0001308082","0000015088","Lewis County","A","+40094044","-091726316","06",27800
"G2901130","1990","MO",,,,,,,,"99","Lincoln","113",,,"4","9999",,,,"9999","2","Missouri","29",,"0001633026","0000025716","Lincoln County","A","+39060753","-090961560","06",54300
"G2901150","1990","MO",,,,,,,,"99","Linn","115",,,"4","9999",,,,"9999","2","Missouri","29",,"0001606809","0000002880","Linn County","A","+39867808","-093110580","06",22600
"G2901170","1990","MO",,,,,,,,"99","Livingston","117",,,"4","9999",,,,"9999","2","Missouri","29",,"0001384715","0000010035","Livingston County","A","+39782948","-093546674","06",34800
"G2901190","1990","MO",,,,,,,,"99","McDonald","119",,,"4","9999",,,,"9999","2","Missouri","29",,"0001397421","0000000497","McDonald County","A","+36622485","-094353666","06",31400
"G2901210","1990","MO",,,,,,,,"99","Macon","121",,,"4","9999",,,,"9999","2","Missouri","29",,"0002081876","0000022700","Macon County","A","+39829773","-092559702","06",32900
"G2901230","1990","MO",,,,,,,,"99","Madison","123",,,"4","9999",,,,"9999","2","Missouri","29",,"0001286621","0000002254","Madison County","A","+37480515","-090343166","06",33100
"G2901250","1990","MO",,,,,,,,"99","Maries","125",,,"4","9999",,,,"9999","2","Missouri","29",,"0001366981","0000005735","Maries County","A","+38175337","-091918500","06",34400
"G2901270","1990","MO",,,,,,,,"99","Marion","127",,,"4","9999",,,,"9999","2","Missouri","29",,"0001134668","0000015466","Marion County","A","+39813308","-091624159","06",35300
"G2901290","1990","MO",,,,,,,,"99","Mercer","129",,,"4","9999",,,,"9999","2","Missouri","29",,"0001177049","0000001949","Mercer County","A","+40424352","-093566178","06",19600
"G2901310","1990","MO",,,,,,,,"99","Miller","131",,,"4","9999",,,,"9999","2","Missouri","29",,"0001533994","0000019967","Miller County","A","+38217095","-092432032","06",44500
"G2901330","1990","MO",,,,,,,,"99","Mississippi","133",,,"4","9999",,,,"9999","2","Missouri","29",,"0001070142","0000040795","Mississippi County","A","+36826558","-089294950","06",31500
"G2901350","1990","MO",,,,,,,,"99","Moniteau","135",,,"4","9999",,,,"9999","2","Missouri","29",,"0001078849","0000006034","Moniteau County","A","+38633134","-092583655","06",38000
"G2901370","1990","MO",,,,,,,,"99","Monroe","137",,,"4","9999",,,,"9999","2","Missouri","29",,"0001673198","0000062776","Monroe County","A","+39495229","-091998418","06",33400
"G2901390","1990","MO",,,,,,,,"99","Montgomery","139",,,"4","9999",,,,"9999","2","Missouri","29",,"0001395264","0000008430","Montgomery County","A","+38941596","-091472697","06",32700
"G2901410","1990","MO",,,,,,,,"99","Morgan","141",,,"4","9999",,,,"9999","2","Missouri","29",,"0001547479","0000042630","Morgan County","A","+38425566","-092885762","06",45000
"G2901430","1990","MO",,,,,,,,"99","New Madrid","143",,,"4","9999",,,,"9999","2","Missouri","29",,"0001756183","0000051820","New Madrid County","A","+36594733","-089655526","06",32000
"G2901450","1990","MO",,,,,,,,"99","Newton","145",,,"4","3710",,,,"9999","2","Missouri","29",,"0001622564","0000000631","Newton County","A","+36907240","-094331550","06",43500
"G2901470","1990","MO",,,,,,,,"99","Nodaway","147",,,"4","9999",,,,"9999","2","Missouri","29",,"0002270602","0000002923","Nodaway County","A","+40360360","-094883035","06",36300
"G2901490","1990","MO",,,,,,,,"99","Oregon","149",,,"4","9999",,,,"9999","2","Missouri","29",,"0002049900","0000000475","Oregon County","A","+36688406","-091402289","06",27500
"G2901510","1990","MO",,,,,,,,"99","Osage","151",,,"4","9999",,,,"9999","2","Missouri","29",,"0001569918","0000018900","Osage County","A","+38464921","-091859163","06",44000
"G2901530","1990","MO",,,,,,,,"99","Ozark","153",,,"4","9999",,,,"9999","2","Missouri","29",,"0001934319","0000021467","Ozark County","A","+36650875","-092444115","06",37300
"G2901550","1990","MO",,,,,,,,"99","Pemiscot","155",,,"4","9999",,,,"9999","2","Missouri","29",,"0001277158","0000050065","Pemiscot County","A","+36214554","-089783351","06",27000
"G2901570","1990","MO",,,,,,,,"99","Perry","157",,,"4","9999",,,,"9999","2","Missouri","29",,"0001229466","0000024879","Perry County","A","+37709086","-089829108","06",43300
"G2901590","1990","MO",,,,,,,,"99","Pettis","159",,,"4","9999",,,,"9999","2","Missouri","29",,"0001774226","0000003509","Pettis County","A","+38726291","-093284126","06",39600
"G2901610","1990","MO",,,,,,,,"99","Phelps","161",,,"4","9999",,,,"9999","2","Missouri","29",,"0001742793","0000003697","Phelps County","A","+37877679","-091793382","06",47000
"G2901630","1990","MO",,,,,,,,"99","Pike","163",,,"4","9999",,,,"9999","2","Missouri","29",,"0001742881","0000030848","Pike County","A","+39340855","-091171216","06",31300
"G2901650","1990","MO",,,,,,,,"99","Platte","165",,,"4","3760",,,,"9999","2","Missouri","29",,"0001088761","0000017846","Platte County","A","+39377883","-094770666","06",80100
"G2901670","1990","MO",,,,,,,,"99","Polk","167",,,"4","9999",,,,"9999","2","Missouri","29",,"0001650468","0000013627","Polk County","A","+37616783","-093400524","06",39500
"G2901690","1990","MO",,,,,,,,"99","Pulaski","169",,,"4","9999",,,,"9999","2","Missouri","29",,"0001416861","0000011366","Pulaski County","A","+37824976","-092208876","06",50200
"G2901710","1990","MO",,,,,,,,"99","Putnam","171",,,"4","9999",,,,"9999","2","Missouri","29",,"0001341503","0000004514","Putnam County","A","+40478996","-093016703","06",20900
"G2901730","1990","MO",,,,,,,,"99","Ralls","173",,,"4","9999",,,,"9999","2","Missouri","29",,"0001219953","0000033190","Ralls County","A","+39525068","-091528192","06",38500
"G2901750","1990","MO",,,,,,,,"99","Randolph","175",,,"4","9999",,,,"9999","2","Missouri","29",,"0001249469","0000013636","Randolph County","A","+39433040","-092497214","06",33500
"G2901770","1990","MO",,,,,,,,"99","Ray","177",,,"4","3760",,,,"9999","2","Missouri","29",,"0001475028","0000010642","Ray County","A","+39349842","-093990525","06",45400
"G2901790","1990","MO",,,,,,,,"99","Reynolds","179",,,"4","9999",,,,"9999","2","Missouri","29",,"0002101143","0000008322","Reynolds County","A","+37357727","-090971207","06",30200
"G2901810","1990","MO",,,,,,,,"99","Ripley","181",,,"4","9999",,,,"9999","2","Missouri","29",,"0001630435","0000005692","Ripley County","A","+36659253","-090866399","06",29100
"G2901830","1990","MO",,,,,,,,"99","St Charles","183",,,"4","7040",,,,"9999","2","Missouri","29",,"0001454135","0000083131","St. Charles County","A","+38778743","-090674917","06",82500
"G2901850","1990","MO",,,,,,,,"99","St Clair","185",,,"4","9999",,,,"9999","2","Missouri","29",,"0001752716","0000065340","St. Clair County","A","+38040339","-093774116","06",27000
"G2901860","1990","MO",,,,,,,,"99","Ste Genevieve","186",,,"4","9999",,,,"9999","2","Missouri","29",,"0001301267","0000016949","Ste. Genevieve County","A","+37893875","-090185377","06",52600
"G2901870","1990","MO",,,,,,,,"99","St Francois","187",,,"4","9999",,,,"9999","2","Missouri","29",,"0001164192","0000007599","St. Francois County","A","+37809677","-090464643","06",40000
"G2901890","1990","MO",,,,,,,,"99","St Louis","189",,,"4","7040",,,,"9999","2","Missouri","29",,"0001315085","0000041055","St. Louis County","A","+38638800","-090442766","06",81400
"G2901950","1990","MO",,,,,,,,"99","Saline","195",,,"4","9999",,,,"9999","2","Missouri","29",,"0001956954","0000023409","Saline County","A","+39136007","-093203843","06",37400
"G2901970","1990","MO",,,,,,,,"99","Schuyler","197",,,"4","9999",,,,"9999","2","Missouri","29",,"0000797451","0000000746","Schuyler County","A","+40470670","-092517935","06",20400
"G2901990","1990","MO",,,,,,,,"99","Scotland","199",,,"4","9999",,,,"9999","2","Missouri","29",,"0001135713","0000002037","Scotland County","A","+40453783","-092148723","06",25700
"G2902010","1990","MO",,,,,,,,"99","Scott","201",,,"4","9999",,,,"9999","2","Missouri","29",,"0001090504","0000013001","Scott County","A","+37053532","-089572246","06",41600
"G2902030","1990","MO",,,,,,,,"99","Shannon","203",,,"4","9999",,,,"9999","2","Missouri","29",,"0002600101","0000000399","Shannon County","A","+37159711","-091403274","06",24800
"G2902050","1990","MO",,,,,,,,"99","Shelby","205",,,"4","9999",,,,"9999","2","Missouri","29",,"0001297357","0000003993","Shelby County","A","+39791439","-092069388","06",22600
"G2902070","1990","MO",,,,,,,,"99","Stoddard","207",,,"4","9999",,,,"9999","2","Missouri","29",,"0002142434","0000004655","Stoddard County","A","+36855619","-089946349","06",33200
"G2902090","1990","MO",,,,,,,,"99","Stone","209",,,"4","9999",,,,"9999","2","Missouri","29",,"0001199871","0000123480","Stone County","A","+36740289","-093465214","06",59500
"G2902110","1990","MO",,,,,,,,"99","Sullivan","211",,,"4","9999",,,,"9999","2","Missouri","29",,"0001686098","0000001240","Sullivan County","A","+40211690","-093112313","06",17000
"G2902130","1990","MO",,,,,,,,"99","Taney","213",,,"4","9999",,,,"9999","2","Missouri","29",,"0001637951","0000049515","Taney County","A","+36654771","-093035899","06",56400
"G2902150","1990","MO",,,,,,,,"99","Texas","215",,,"4","9999",,,,"9999","2","Missouri","29",,"0003052671","0000001796","Texas County","A","+37316944","-091964120","06",34000
"G2902170","1990","MO",,,,,,,,"99","Vernon","217",,,"4","9999",,,,"9999","2","Missouri","29",,"0002160119","0000007998","Vernon County","A","+37850392","-094342132","06",31900
"G2902190","1990","MO",,,,,,,,"99","Warren","219",,,"4","9999",,,,"9999","2","Missouri","29",,"0001118102","0000015700","Warren County","A","+38768154","-091164167","06",65000
"G2902210","1990","MO",,,,,,,,"99","Washington","221",,,"4","9999",,,,"9999","2","Missouri","29",,"0001968006","0000006875","Washington County","A","+37968818","-090877114","06",34200
"G2902230","1990","MO",,,,,,,,"99","Wayne","223",,,"4","9999",,,,"9999","2","Missouri","29",,"0001971197","0000033806","Wayne County","A","+37112881","-090461233","06",28700
"G2902250","1990","MO",,,,,,,,"99","Webster","225",,,"4","9999",,,,"9999","2","Missouri","29",,"0001536917","0000000860","Webster County","A","+37283639","-092874984","06",40700
"G2902270","1990","MO",,,,,,,,"99","Worth","227",,,"4","9999",,,,"9999","2","Missouri","29",,"0000690331","0000000604","Worth County","A","+40480758","-094419599","06",13900
"G2902290","1990","MO",,,,,,,,"99","Wright","229",,,"4","9999",,,,"9999","2","Missouri","29",,"0001767276","0000002309","Wright County","A","+37265635","-092462370","06",31800
"G2905100","1990","MO",,,,,,,,"99","St Louis City","510",,,"4","7040",,,,"9999","2","Missouri","29",,"0000160392","0000010941","St. Louis city","F","+38636050","-090244299","08",49700
"G3000010","1990","MT",,,,,,,,"99","Beaverhead","001",,,"8","9999",,,,"9999","4","Montana","30",,"0014355372","0000077012","Beaverhead County","A","+45116150","-112895693","06",53500
"G3000030","1990","MT",,,,,,,,"99","Big Horn","003",,,"8","9999",,,,"9999","4","Montana","30",,"0012936744","0000051391","Big Horn County","A","+45429447","-107489759","06",40300
"G3000050","1990","MT",,,,,,,,"99","Blaine","005",,,"8","9999",,,,"9999","4","Montana","30",,"0010945978","0000032989","Blaine County","A","+48435721","-108961873","06",41000
"G3000070","1990","MT",,,,,,,,"99","Broadwater","007",,,"8","9999",,,,"9999","4","Montana","30",,"0003085945","0000122904","Broadwater County","A","+46331836","-111495363","06",46300
"G3000090","1990","MT",,,,,,,,"99","Carbon","009",,,"8","9999",,,,"9999","4","Montana","30",,"0005304494","0000036763","Carbon County","A","+45232088","-109021804","06",47200
"G3000110","1990","MT",,,,,,,,"99","Carter","011",,,"8","9999",,,,"9999","4","Montana","30",,"0008649774","0000022607","Carter County","A","+45502099","-104538058","06",23700
"G3000130","1990","MT",,,,,,,,"99","Cascade","013",,,"8","3040",,,,"9999","4","Montana","30",,"0006987869","0000035525","Cascade County","A","+47310527","-111351318","06",60000
"G3000150","1990","MT",,,,,,,,"99","Chouteau","015",,,"8","9999",,,,"9999","4","Montana","30",,"0010291205","0000061371","Chouteau County","A","+47876120","-110439017","06",43000
"G3000170","1990","MT",,,,,,,,"99","Custer","017",,,"8","9999",,,,"9999","4","Montana","30",,"0009798704","0000026128","Custer County","A","+46265062","-105580112","06",36600
"G3000190","1990","MT",,,,,,,,"99","Daniels","019",,,"8","9999",,,,"9999","4","Montana","30",,"0003693694","0000001117","Daniels County","A","+48785518","-105546500","06",30600
"G3000210","1990","MT",,,,,,,,"99","Dawson","021",,,"8","9999",,,,"9999","4","Montana","30",,"0006146757","0000025803","Dawson County","A","+47273207","-104901246","06",37600
"G3000230","1990","MT",,,,,,,,"99","Deer Lodge","023",,,"8","9999",,,,"9999","4","Montana","30",,"0001908668","0000011232","Deer Lodge County","N","+46065829","-113083591","06",33800
"G3000250","1990","MT",,,,,,,,"99","Fallon","025",,,"8","9999",,,,"9999","4","Montana","30",,"0004196756","0000006966","Fallon County","A","+46353610","-104411006","06",35900
"G3000270","1990","MT",,,,,,,,"99","Fergus","027",,,"8","9999",,,,"9999","4","Montana","30",,"0011238831","0000029001","Fergus County","A","+47261544","-109222007","06",40900
"G3000290","1990","MT",,,,,,,,"99","Flathead","029",,,"8","9999",,,,"9999","4","Montana","30",,"0013205363","0000409228","Flathead County","A","+48290827","-114018737","06",64100
"G3000310","1990","MT",,,,,,,,"99","Gallatin","031",,,"8","9999",,,,"9999","4","Montana","30",,"0006492751","0000067025","Gallatin County","A","+45558050","-111173513","06",69700
"G3000330","1990","MT",,,,,,,,"99","Garfield","033",,,"8","9999",,,,"9999","4","Montana","30",,"0012090575","0000464866","Garfield County","A","+47281724","-106988817","06",31700
"G3000350","1990","MT",,,,,,,,"99","Glacier","035",,,"8","9999",,,,"9999","4","Montana","30",,"0007756401","0000109751","Glacier County","A","+48700101","-113018618","06",44400
"G3000370","1990","MT",,,,,,,,"99","Golden Valley","037",,,"8","9999",,,,"9999","4","Montana","30",,"0003044098","0000002841","Golden Valley County","A","+46383489","-109167474","06",29000
"G3000390","1990","MT",,,,,,,,"99","Granite","039",,,"8","9999",,,,"9999","4","Montana","30",,"0004474278","0000014628","Granite County","A","+46420433","-113447006","06",37200
"G3000410","1990","MT",,,,,,,,"99","Hill","041",,,"8","9999",,,,"9999","4","Montana","30",,"0007501630","0000050986","Hill County","A","+48628363","-110105620","06",52100
"G3000430","1990","MT",,,,,,,,"99","Jefferson","043",,,"8","9999",,,,"9999","4","Montana","30",,"0004290854","0000005681","Jefferson County","A","+46177484","-112105376","06",63300
"G3000450","1990","MT",,,,,,,,"99","Judith Basin","045",,,"8","9999",,,,"9999","4","Montana","30",,"0004843006","0000002236","Judith Basin County","A","+47039981","-110264795","06",31100
"G3000470","1990","MT",,,,,,,,"99","Lake","047",,,"8","9999",,,,"9999","4","Montana","30",,"0003868988","0000414234","Lake County","A","+47649672","-114089308","06",61800
"G3000490","1990","MT",,,,,,,,"99","Lewis And Clark","049",,,"8","9999",,,,"9999","4","Montana","30",,"0008964069","0000094786","Lewis and Clark County","A","+47113693","-112377040","06",61700
"G3000510","1990","MT",,,,,,,,"99","Liberty","051",,,"8","9999",,,,"9999","4","Montana","30",,"0003703185","0000045002","Liberty County","A","+48548886","-111025195","06",42000
"G3000530","1990","MT",,,,,,,,"99","Lincoln","053",,,"8","9999",,,,"9999","4","Montana","30",,"0009357126","0000161686","Lincoln County","A","+48536231","-115409389","06",47900
"G3000550","1990","MT",,,,,,,,"99","McCone","055",,,"8","9999",,,,"9999","4","Montana","30",,"0006844330","0000104236","McCone County","A","+47648986","-105801536","06",31100
"G3000570","1990","MT",,,,,,,,"99","Madison","057",,,"8","9999",,,,"9999","4","Montana","30",,"0009289369","0000042212","Madison County","A","+45295889","-111921615","06",58100
"G3000590","1990","MT",,,,,,,,"99","Meagher","059",,,"8","9999",,,,"9999","4","Montana","30",,"0006194894","0000007819","Meagher County","A","+46591535","-110863671","06",37800
"G3000610","1990","MT",,,,,,,,"99","Mineral","061",,,"8","9999",,,,"9999","4","Montana","30",,"0003159462","0000009211","Mineral County","A","+47145251","-114980755","06",43300
"G3000630","1990","MT",,,,,,,,"99","Missoula","063",,,"8","9999",,,,"9999","4","Montana","30",,"0006729378","0000052261","Missoula County","A","+47040995","-113925449","06",65100
"G3000650","1990","MT",,,,,,,,"99","Musselshell","065",,,"8","9999",,,,"9999","4","Montana","30",,"0004835991","0000009749","Musselshell County","A","+46485719","-108400176","06",30900
"G3000670","1990","MT",,,,,,,,"99","Park","067",,,"8","9999",,,,"9999","4","Montana","30",,"0006879458","0000027371","Park County","A","+45498332","-110520919","06",47200
"G3000690","1990","MT",,,,,,,,"99","Petroleum","069",,,"8","9999",,,,"9999","4","Montana","30",,"0004283690","0000052092","Petroleum County","A","+47107453","-108261794","06",14300
"G3000710","1990","MT",,,,,,,,"99","Phillips","071",,,"8","9999",,,,"9999","4","Montana","30",,"0013312287","0000187362","Phillips County","A","+48261632","-107923371","06",40300
"G3000730","1990","MT",,,,,,,,"99","Pondera","073",,,"8","9999",,,,"9999","4","Montana","30",,"0004207890","0000039263","Pondera County","A","+48235385","-112219495","06",41500
"G3000750","1990","MT",,,,,,,,"99","Powder River","075",,,"8","9999",,,,"9999","4","Montana","30",,"0008539916","0000001965","Powder River County","A","+45382303","-105635985","06",44600
"G3000770","1990","MT",,,,,,,,"99","Powell","077",,,"8","9999",,,,"9999","4","Montana","30",,"0006024256","0000017473","Powell County","A","+46850339","-112941271","06",41500
"G3000790","1990","MT",,,,,,,,"99","Prairie","079",,,"8","9999",,,,"9999","4","Montana","30",,"0004497808","0000015551","Prairie County","A","+46853428","-105372898","06",19700
"G3000810","1990","MT",,,,,,,,"99","Ravalli","081",,,"8","9999",,,,"9999","4","Montana","30",,"0006201232","0000015777","Ravalli County","A","+46084852","-114123057","06",61600
"G3000830","1990","MT",,,,,,,,"99","Richland","083",,,"8","9999",,,,"9999","4","Montana","30",,"0005397953","0000049031","Richland County","A","+47785458","-104561134","06",43800
"G3000850","1990","MT",,,,,,,,"99","Roosevelt","085",,,"8","9999",,,,"9999","4","Montana","30",,"0006101141","0000036379","Roosevelt County","A","+48295252","-105028698","06",40500
"G3000870","1990","MT",,,,,,,,"99","Rosebud","087",,,"8","9999",,,,"9999","4","Montana","30",,"0012982088","0000037735","Rosebud County","A","+46225806","-106724398","06",53200
"G3000890","1990","MT",,,,,,,,"99","Sanders","089",,,"8","9999",,,,"9999","4","Montana","30",,"0007154311","0000072244","Sanders County","A","+47662121","-115131116","06",42000
"G3000910","1990","MT",,,,,,,,"99","Sheridan","091",,,"8","9999",,,,"9999","4","Montana","30",,"0004342525","0000076995","Sheridan County","A","+48726701","-104499894","06",39400
"G3000930","1990","MT",,,,,,,,"99","Silver Bow","093",,,"8","9999",,,,"9999","4","Montana","30",,"0001860457","0000001722","Silver Bow County","N","+45895956","-112657607","06",43800
"G3000950","1990","MT",,,,,,,,"99","Stillwater","095",,,"8","9999",,,,"9999","4","Montana","30",,"0004648352","0000025836","Stillwater County","A","+45674109","-109388807","06",56100
"G3000970","1990","MT",,,,,,,,"99","Sweet Grass","097",,,"8","9999",,,,"9999","4","Montana","30",,"0004804921","0000017920","Sweet Grass County","A","+45814066","-109943376","06",47800
"G3000990","1990","MT",,,,,,,,"99","Teton","099",,,"8","9999",,,,"9999","4","Montana","30",,"0005886040","0000051714","Teton County","A","+47847993","-112233119","06",46000
"G3001010","1990","MT",,,,,,,,"99","Toole","101",,,"8","9999",,,,"9999","4","Montana","30",,"0004949252","0000090420","Toole County","A","+48651037","-111688806","06",38600
"G3001030","1990","MT",,,,,,,,"99","Treasure","103",,,"8","9999",,,,"9999","4","Montana","30",,"0002535352","0000013579","Treasure County","A","+46203050","-107265838","06",34700
"G3001050","1990","MT",,,,,,,,"99","Valley","105",,,"8","9999",,,,"9999","4","Montana","30",,"0012745224","0000365558","Valley County","A","+48355507","-106662747","06",37400
"G3001070","1990","MT",,,,,,,,"99","Wheatland","107",,,"8","9999",,,,"9999","4","Montana","30",,"0003686033","0000013455","Wheatland County","A","+46471388","-109844224","06",27800
"G3001090","1990","MT",,,,,,,,"99","Wibaux","109",,,"8","9999",,,,"9999","4","Montana","30",,"0002303399","0000002019","Wibaux County","A","+46961901","-104247312","06",30500
"G3001110","1990","MT",,,,,,,,"99","Yellowstone","111",,,"8","0880",,,,"9999","4","Montana","30",,"0006825201","0000035998","Yellowstone County","A","+45935286","-108271738","06",62300
"G3001130","1990","MT",,,,,,,,"99","Yellowstone National Park","113",,,"8","9999",,,,"9999","4","Montana","30",,"0000635569","0000001884","Yellowstone National Park","N","+45003546","-110800812","14",0
"G3100010","1990","NE",,,,,,,,"99","Adams","001",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001459299","0000001956","Adams County","A","+40522949","-098500336","06",44600
"G3100030","1990","NE",,,,,,,,"99","Antelope","003",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002219960","0000003534","Antelope County","A","+42177729","-098071526","06",25800
"G3100050","1990","NE",,,,,,,,"99","Arthur","005",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001852923","0000007633","Arthur County","A","+41571593","-101696308","06",22200
"G3100070","1990","NE",,,,,,,,"99","Banner","007",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001932854","0000000398","Banner County","A","+41542897","-103715292","06",28900
"G3100090","1990","NE",,,,,,,,"99","Blaine","009",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001840950","0000009308","Blaine County","A","+41926015","-099982857","06",20800
"G3100110","1990","NE",,,,,,,,"99","Boone","011",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001778660","0000001442","Boone County","A","+41704716","-098062779","06",30500
"G3100130","1990","NE",,,,,,,,"99","Box Butte","013",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002785215","0000006587","Box Butte County","A","+42212616","-103082184","06",43700
"G3100150","1990","NE",,,,,,,,"99","Boyd","015",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001398842","0000011770","Boyd County","A","+42895962","-098771709","06",17200
"G3100170","1990","NE",,,,,,,,"99","Brown","017",,,"4","9999",,,,"9999","2","Nebraska","31",,"0003163311","0000009834","Brown County","A","+42444768","-099934182","06",29700
"G3100190","1990","NE",,,,,,,,"99","Buffalo","019",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002507309","0000018756","Buffalo County","A","+40855145","-099074484","06",48800
"G3100210","1990","NE",,,,,,,,"99","Burt","021",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001276327","0000011217","Burt County","A","+41854198","-096321473","06",29800
"G3100230","1990","NE",,,,,,,,"99","Butler","023",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001511553","0000002125","Butler County","A","+41222404","-097132889","06",29800
"G3100250","1990","NE",,,,,,,,"99","Cass","025",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001448590","0000018038","Cass County","A","+40913350","-096139040","06",48600
"G3100270","1990","NE",,,,,,,,"99","Cedar","027",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001917313","0000014468","Cedar County","A","+42598006","-097249480","06",30700
"G3100290","1990","NE",,,,,,,,"99","Chase","029",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002316838","0000008130","Chase County","A","+40530396","-101693797","06",37000
"G3100310","1990","NE",,,,,,,,"99","Cherry","031",,,"4","9999",,,,"9999","2","Nebraska","31",,"0015438333","0000127223","Cherry County","A","+42542920","-101118780","06",34000
"G3100330","1990","NE",,,,,,,,"99","Cheyenne","033",,,"4","9999",,,,"9999","2","Nebraska","31",,"0003098767","0000000293","Cheyenne County","A","+41219076","-102987292","06",35200
"G3100350","1990","NE",,,,,,,,"99","Clay","035",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001484239","0000001276","Clay County","A","+40523721","-098050624","06",27400
"G3100370","1990","NE",,,,,,,,"99","Colfax","037",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001070104","0000014095","Colfax County","A","+41576169","-097087884","06",33100
"G3100390","1990","NE",,,,,,,,"99","Cuming","039",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001481581","0000006577","Cuming County","A","+41916354","-096788372","06",38300
"G3100410","1990","NE",,,,,,,,"99","Custer","041",,,"4","9999",,,,"9999","2","Nebraska","31",,"0006671414","0000000977","Custer County","A","+41393949","-099726684","06",27900
"G3100430","1990","NE",,,,,,,,"99","Dakota","043",,,"4","7720",,,,"9999","2","Nebraska","31",,"0000683666","0000008918","Dakota County","A","+42386954","-096563184","06",43100
"G3100450","1990","NE",,,,,,,,"99","Dawes","045",,,"4","9999",,,,"9999","2","Nebraska","31",,"0003616369","0000011959","Dawes County","A","+42708785","-103135769","06",32500
"G3100470","1990","NE",,,,,,,,"99","Dawson","047",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002623515","0000016574","Dawson County","A","+40865893","-099814525","06",40400
"G3100490","1990","NE",,,,,,,,"99","Deuel","049",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001139440","0000002320","Deuel County","A","+41112913","-102332034","06",29100
"G3100510","1990","NE",,,,,,,,"99","Dixon","051",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001233915","0000016405","Dixon County","A","+42499308","-096868503","06",27600
"G3100530","1990","NE",,,,,,,,"99","Dodge","053",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001384302","0000024600","Dodge County","A","+41576222","-096645203","06",42600
"G3100550","1990","NE",,,,,,,,"99","Douglas","055",,,"4","5920",,,,"9999","2","Nebraska","31",,"0000857386","0000022302","Douglas County","A","+41299500","-096147377","06",59300
"G3100570","1990","NE",,,,,,,,"99","Dundy","057",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002382552","0000002420","Dundy County","A","+40181944","-101689773","06",23900
"G3100590","1990","NE",,,,,,,,"99","Fillmore","059",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001493130","0000000410","Fillmore County","A","+40524934","-097596394","06",30300
"G3100610","1990","NE",,,,,,,,"99","Franklin","061",,,"4","9999",,,,"9999","2","Nebraska","31",,"0001491692","0000000488","Franklin County","A","+40183163","-098947494","06",19100
"G3100630","1990","NE",,,,,,,,"99","Frontier","063",,,"4","9999",,,,"9999","2","Nebraska","31",,"0002524195","0000014275","Frontier County","A","+40526950","-100388095","06",24800
